latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.627415,-122.32291,59.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m (°F)
2021-06-12T20:00,65.0
2021-06-12T21:00,63.2
2021-06-12T22:00,61.8
2021-06-12T23:00,60.1
2021-06-13T00:00,59.8
2021-06-13T01:00,59.6
2021-06-13T02:00,59.7
2021-06-13T03:00,59.7
2021-06-13T04:00,60.3
2021-06-13T05:00,60.1
2021-06-13T06:00,60.3
2021-06-13T07:00,60.8
2021-06-13T08:00,61.8
2021-06-13T09:00,61.2
2021-06-13T10:00,62.5
2021-06-13T11:00,63.6
2021-06-13T12:00,64.0
2021-06-13T13:00,64.9
2021-06-13T14:00,65.0
2021-06-13T15:00,63.5
2021-06-13T16:00,60.1
2021-06-13T17:00,60.1
2021-06-13T18:00,60.8
2021-06-13T19:00,61.2
2021-06-13T20:00,59.7
2021-06-13T21:00,58.6
2021-06-13T22:00,59.2
2021-06-13T23:00,58.2
2021-06-14T00:00,57.8
2021-06-14T01:00,58.4
2021-06-14T02:00,58.1
2021-06-14T03:00,57.7
2021-06-14T04:00,58.8
2021-06-14T05:00,58.6
2021-06-14T06:00,59.1
2021-06-14T07:00,59.2
2021-06-14T08:00,58.8
2021-06-14T09:00,59.2
2021-06-14T10:00,60.3
2021-06-14T11:00,60.4
2021-06-14T12:00,61.3
2021-06-14T13:00,63.6
2021-06-14T14:00,63.2
2021-06-14T15:00,64.2
2021-06-14T16:00,63.0
2021-06-14T17:00,63.2
2021-06-14T18:00,63.3
2021-06-14T19:00,62.5
2021-06-14T20:00,60.5
2021-06-14T21:00,59.3
2021-06-14T22:00,58.5
2021-06-14T23:00,57.7
2021-06-15T00:00,56.6
2021-06-15T01:00,55.8
2021-06-15T02:00,55.0
2021-06-15T03:00,54.5
2021-06-15T04:00,54.7
2021-06-15T05:00,55.1
2021-06-15T06:00,56.4
2021-06-15T07:00,57.6
2021-06-15T08:00,58.2
2021-06-15T09:00,60.1
2021-06-15T10:00,61.9
2021-06-15T11:00,63.0
2021-06-15T12:00,65.1
2021-06-15T13:00,65.8
2021-06-15T14:00,66.3
2021-06-15T15:00,64.1
2021-06-15T16:00,63.7
2021-06-15T17:00,64.2
2021-06-15T18:00,63.8
2021-06-15T19:00,61.7
2021-06-15T20:00,59.7
2021-06-15T21:00,58.2
2021-06-15T22:00,57.1
2021-06-15T23:00,56.2
2021-06-16T00:00,55.1
2021-06-16T01:00,54.3
2021-06-16T02:00,53.7
2021-06-16T03:00,53.4
2021-06-16T04:00,53.2
2021-06-16T05:00,54.3
2021-06-16T06:00,55.0
2021-06-16T07:00,55.9
2021-06-16T08:00,57.2
2021-06-16T09:00,59.2
2021-06-16T10:00,60.3
2021-06-16T11:00,62.7
2021-06-16T12:00,64.7
2021-06-16T13:00,64.8
2021-06-16T14:00,65.7
2021-06-16T15:00,67.2
2021-06-16T16:00,67.9
2021-06-16T17:00,66.7
2021-06-16T18:00,65.5
2021-06-16T19:00,63.7
2021-06-16T20:00,60.3
2021-06-16T21:00,58.5
2021-06-16T22:00,57.2
2021-06-16T23:00,55.8
2021-06-17T00:00,54.3
2021-06-17T01:00,52.5
2021-06-17T02:00,50.6
2021-06-17T03:00,49.9
2021-06-17T04:00,50.0
2021-06-17T05:00,52.5
2021-06-17T06:00,55.1
2021-06-17T07:00,57.5
2021-06-17T08:00,59.9
2021-06-17T09:00,62.3
2021-06-17T10:00,64.6
2021-06-17T11:00,66.6
2021-06-17T12:00,68.7
2021-06-17T13:00,70.7
2021-06-17T14:00,71.7
2021-06-17T15:00,71.5
2021-06-17T16:00,74.3
2021-06-17T17:00,72.3
2021-06-17T18:00,69.2
2021-06-17T19:00,64.9
2021-06-17T20:00,61.4
2021-06-17T21:00,59.3
2021-06-17T22:00,58.1
2021-06-17T23:00,56.7
2021-06-18T00:00,55.6
2021-06-18T01:00,54.9
2021-06-18T02:00,54.3
2021-06-18T03:00,53.5
2021-06-18T04:00,53.2
2021-06-18T05:00,54.2
2021-06-18T06:00,56.2
2021-06-18T07:00,58.5
2021-06-18T08:00,60.9
2021-06-18T09:00,62.6
2021-06-18T10:00,64.0
2021-06-18T11:00,64.6
2021-06-18T12:00,65.5
2021-06-18T13:00,67.3
2021-06-18T14:00,67.8
2021-06-18T15:00,67.6
2021-06-18T16:00,68.1
2021-06-18T17:00,66.5
2021-06-18T18:00,65.1
2021-06-18T19:00,63.1
2021-06-18T20:00,60.0
2021-06-18T21:00,57.5
2021-06-18T22:00,56.4
2021-06-18T23:00,55.1
2021-06-19T00:00,54.2
2021-06-19T01:00,53.6
2021-06-19T02:00,53.2
2021-06-19T03:00,52.4
2021-06-19T04:00,53.1
2021-06-19T05:00,54.2
2021-06-19T06:00,55.9
2021-06-19T07:00,58.0
2021-06-19T08:00,59.9
2021-06-19T09:00,61.4
2021-06-19T10:00,62.9
2021-06-19T11:00,63.7
2021-06-19T12:00,65.2
2021-06-19T13:00,68.1
2021-06-19T14:00,70.2
2021-06-19T15:00,71.7
2021-06-19T16:00,72.0
2021-06-19T17:00,71.0
2021-06-19T18:00,70.0
2021-06-19T19:00,67.5
2021-06-19T20:00,64.6
2021-06-19T21:00,62.7
2021-06-19T22:00,61.2
2021-06-19T23:00,60.2
2021-06-20T00:00,59.5
2021-06-20T01:00,59.3
2021-06-20T02:00,58.5
2021-06-20T03:00,57.5
2021-06-20T04:00,57.1
2021-06-20T05:00,57.7
2021-06-20T06:00,59.5
2021-06-20T07:00,61.7
2021-06-20T08:00,64.0
2021-06-20T09:00,65.7
2021-06-20T10:00,68.0
2021-06-20T11:00,69.8
2021-06-20T12:00,71.2
2021-06-20T13:00,72.5
2021-06-20T14:00,73.7
2021-06-20T15:00,74.6
2021-06-20T16:00,76.6
2021-06-20T17:00,75.7
2021-06-20T18:00,73.7
2021-06-20T19:00,70.9
2021-06-20T20:00,67.7
2021-06-20T21:00,65.8
2021-06-20T22:00,64.3
2021-06-20T23:00,62.9
2021-06-21T00:00,61.5
2021-06-21T01:00,59.8
2021-06-21T02:00,58.8
2021-06-21T03:00,58.2
2021-06-21T04:00,57.1
2021-06-21T05:00,58.1
2021-06-21T06:00,60.7
2021-06-21T07:00,64.8
2021-06-21T08:00,68.4
2021-06-21T09:00,71.2
2021-06-21T10:00,73.8
2021-06-21T11:00,76.6
2021-06-21T12:00,78.9
2021-06-21T13:00,80.2
2021-06-21T14:00,80.9
2021-06-21T15:00,81.0
2021-06-21T16:00,82.1
2021-06-21T17:00,80.2
2021-06-21T18:00,78.3
2021-06-21T19:00,75.7
2021-06-21T20:00,72.5
2021-06-21T21:00,69.5
2021-06-21T22:00,67.6
2021-06-21T23:00,64.8
2021-06-22T00:00,62.9
2021-06-22T01:00,63.1
2021-06-22T02:00,60.4
2021-06-22T03:00,61.8
2021-06-22T04:00,60.8
2021-06-22T05:00,60.3
2021-06-22T06:00,60.9
2021-06-22T07:00,62.4
2021-06-22T08:00,64.1
2021-06-22T09:00,66.1
2021-06-22T10:00,68.4
2021-06-22T11:00,71.2
2021-06-22T12:00,73.7
2021-06-22T13:00,75.8
2021-06-22T14:00,77.2
2021-06-22T15:00,78.4
2021-06-22T16:00,75.9
2021-06-22T17:00,76.8
2021-06-22T18:00,76.1
2021-06-22T19:00,70.9
2021-06-22T20:00,66.6
2021-06-22T21:00,64.9
2021-06-22T22:00,63.4
2021-06-22T23:00,62.8
2021-06-23T00:00,60.7
2021-06-23T01:00,58.6
2021-06-23T02:00,57.8
2021-06-23T03:00,58.0
2021-06-23T04:00,57.6
2021-06-23T05:00,57.7
2021-06-23T06:00,57.9
2021-06-23T07:00,58.7
2021-06-23T08:00,59.5
2021-06-23T09:00,61.0
2021-06-23T10:00,62.3
2021-06-23T11:00,64.6
2021-06-23T12:00,66.8
2021-06-23T13:00,69.5
2021-06-23T14:00,72.1
2021-06-23T15:00,74.1
2021-06-23T16:00,72.7
2021-06-23T17:00,73.6
2021-06-23T18:00,72.9
2021-06-23T19:00,69.9
2021-06-23T20:00,65.5
2021-06-23T21:00,63.7
2021-06-23T22:00,62.3
2021-06-23T23:00,60.5
2021-06-24T00:00,60.1
2021-06-24T01:00,61.5
2021-06-24T02:00,62.1
2021-06-24T03:00,58.0
2021-06-24T04:00,61.5
2021-06-24T05:00,60.5
2021-06-24T06:00,61.5
2021-06-24T07:00,63.1
2021-06-24T08:00,65.5
2021-06-24T09:00,67.8
2021-06-24T10:00,70.3
2021-06-24T11:00,72.7
2021-06-24T12:00,74.6
2021-06-24T13:00,76.4
2021-06-24T14:00,77.5
2021-06-24T15:00,77.9
2021-06-24T16:00,78.1
2021-06-24T17:00,76.6
2021-06-24T18:00,75.0
2021-06-24T19:00,72.4
2021-06-24T20:00,69.2
2021-06-24T21:00,66.4
2021-06-24T22:00,64.8
2021-06-24T23:00,64.0
2021-06-25T00:00,63.3
2021-06-25T01:00,62.4
2021-06-25T02:00,61.8
2021-06-25T03:00,61.3
2021-06-25T04:00,62.6
2021-06-25T05:00,63.2
2021-06-25T06:00,65.3
2021-06-25T07:00,68.5
2021-06-25T08:00,70.7
2021-06-25T09:00,72.2
2021-06-25T10:00,73.9
2021-06-25T11:00,76.2
2021-06-25T12:00,78.3
2021-06-25T13:00,80.1
2021-06-25T14:00,81.4
2021-06-25T15:00,82.0
2021-06-25T16:00,83.9
2021-06-25T17:00,83.0
2021-06-25T18:00,82.0
2021-06-25T19:00,79.9
2021-06-25T20:00,76.6
2021-06-25T21:00,73.2
2021-06-25T22:00,70.3
2021-06-25T23:00,68.2
2021-06-26T00:00,66.6
2021-06-26T01:00,65.6
2021-06-26T02:00,64.6
2021-06-26T03:00,64.3
2021-06-26T04:00,65.8
2021-06-26T05:00,66.6
2021-06-26T06:00,69.2
2021-06-26T07:00,73.2
2021-06-26T08:00,77.4
2021-06-26T09:00,81.4
2021-06-26T10:00,84.2
2021-06-26T11:00,86.4
2021-06-26T12:00,88.6
2021-06-26T13:00,90.9
2021-06-26T14:00,92.5
2021-06-26T15:00,92.3
2021-06-26T16:00,94.3
2021-06-26T17:00,91.4
2021-06-26T18:00,87.3
2021-06-26T19:00,83.4
2021-06-26T20:00,80.2
2021-06-26T21:00,77.9
2021-06-26T22:00,76.2
2021-06-26T23:00,75.0
2021-06-27T00:00,73.5
2021-06-27T01:00,72.0
2021-06-27T02:00,70.8
2021-06-27T03:00,70.0
2021-06-27T04:00,68.1
2021-06-27T05:00,68.9
2021-06-27T06:00,71.7
2021-06-27T07:00,75.4
2021-06-27T08:00,79.6
2021-06-27T09:00,83.4
2021-06-27T10:00,86.2
2021-06-27T11:00,89.0
2021-06-27T12:00,91.0
2021-06-27T13:00,92.2
2021-06-27T14:00,93.1
2021-06-27T15:00,93.7
2021-06-27T16:00,93.7
2021-06-27T17:00,91.9
2021-06-27T18:00,89.8
2021-06-27T19:00,86.3
2021-06-27T20:00,81.9
2021-06-27T21:00,79.2
2021-06-27T22:00,77.3
2021-06-27T23:00,75.8
2021-06-28T00:00,74.3
2021-06-28T01:00,72.9
2021-06-28T02:00,71.8
2021-06-28T03:00,71.2
2021-06-28T04:00,70.3
2021-06-28T05:00,69.9
2021-06-28T06:00,73.5
2021-06-28T07:00,79.4
2021-06-28T08:00,85.3
2021-06-28T09:00,91.5
2021-06-28T10:00,96.2
2021-06-28T11:00,97.7
2021-06-28T12:00,98.1
2021-06-28T13:00,99.2
2021-06-28T14:00,100.2
2021-06-28T15:00,99.9
2021-06-28T16:00,97.7
2021-06-28T17:00,96.0
2021-06-28T18:00,94.3
2021-06-28T19:00,89.9
2021-06-28T20:00,86.2
2021-06-28T21:00,82.9
2021-06-28T22:00,80.3
2021-06-28T23:00,76.8
2021-06-29T00:00,74.8
2021-06-29T01:00,71.0
2021-06-29T02:00,66.8
2021-06-29T03:00,65.9
2021-06-29T04:00,65.1
2021-06-29T05:00,65.5
2021-06-29T06:00,66.5
2021-06-29T07:00,67.7
2021-06-29T08:00,70.7
2021-06-29T09:00,73.5
2021-06-29T10:00,76.5
2021-06-29T11:00,79.6
2021-06-29T12:00,82.9
2021-06-29T13:00,86.3
2021-06-29T14:00,88.9
2021-06-29T15:00,90.9
2021-06-29T16:00,86.4
2021-06-29T17:00,86.0
2021-06-29T18:00,84.2
2021-06-29T19:00,81.6
2021-06-29T20:00,76.9
2021-06-29T21:00,70.2
2021-06-29T22:00,66.7
2021-06-29T23:00,65.9
2021-06-30T00:00,65.4
2021-06-30T01:00,64.9
2021-06-30T02:00,64.0
2021-06-30T03:00,63.1
2021-06-30T04:00,61.8
2021-06-30T05:00,62.0
2021-06-30T06:00,63.3
2021-06-30T07:00,65.4
2021-06-30T08:00,67.6
2021-06-30T09:00,70.2
2021-06-30T10:00,72.8
2021-06-30T11:00,75.0
2021-06-30T12:00,77.6
2021-06-30T13:00,79.6
2021-06-30T14:00,81.1
2021-06-30T15:00,82.2
2021-06-30T16:00,73.0
2021-06-30T17:00,73.0
2021-06-30T18:00,71.0
2021-06-30T19:00,68.5
2021-06-30T20:00,67.2
2021-06-30T21:00,65.8
2021-06-30T22:00,64.8
2021-06-30T23:00,64.2
2021-07-01T00:00,63.9
2021-07-01T01:00,63.8
2021-07-01T02:00,63.7
2021-07-01T03:00,63.5
2021-07-01T04:00,63.9
2021-07-01T05:00,63.8
2021-07-01T06:00,64.1
2021-07-01T07:00,64.9
2021-07-01T08:00,66.2
2021-07-01T09:00,67.3
2021-07-01T10:00,68.3
2021-07-01T11:00,69.9
2021-07-01T12:00,71.2
2021-07-01T13:00,72.4
2021-07-01T14:00,72.8
2021-07-01T15:00,74.4
2021-07-01T16:00,72.8
2021-07-01T17:00,73.0
2021-07-01T18:00,72.5
2021-07-01T19:00,71.7
2021-07-01T20:00,70.6
2021-07-01T21:00,68.9
2021-07-01T22:00,67.0
2021-07-01T23:00,66.8
2021-07-02T00:00,66.7
2021-07-02T01:00,64.0
2021-07-02T02:00,64.7
2021-07-02T03:00,63.7
2021-07-02T04:00,64.3
2021-07-02T05:00,64.1
2021-07-02T06:00,64.0
2021-07-02T07:00,64.4
2021-07-02T08:00,65.3
2021-07-02T09:00,66.5
2021-07-02T10:00,67.5
2021-07-02T11:00,69.3
2021-07-02T12:00,71.9
2021-07-02T13:00,73.5
2021-07-02T14:00,74.9
2021-07-02T15:00,76.1
2021-07-02T16:00,75.4
2021-07-02T17:00,75.6
2021-07-02T18:00,75.3
2021-07-02T19:00,74.6
2021-07-02T20:00,72.5
2021-07-02T21:00,69.1
2021-07-02T22:00,66.5
2021-07-02T23:00,64.8
2021-07-03T00:00,63.5
2021-07-03T01:00,62.4
2021-07-03T02:00,61.0
2021-07-03T03:00,60.2
2021-07-03T04:00,60.6
2021-07-03T05:00,62.6
2021-07-03T06:00,63.7
2021-07-03T07:00,65.3
2021-07-03T08:00,67.6
2021-07-03T09:00,69.7
2021-07-03T10:00,71.5
2021-07-03T11:00,73.9
2021-07-03T12:00,76.4
2021-07-03T13:00,78.6
2021-07-03T14:00,80.0
2021-07-03T15:00,80.8
2021-07-03T16:00,80.0
2021-07-03T17:00,79.6
2021-07-03T18:00,79.1
2021-07-03T19:00,77.2
2021-07-03T20:00,74.0
2021-07-03T21:00,69.5
2021-07-03T22:00,66.2
2021-07-03T23:00,64.9
2021-07-04T00:00,64.3
2021-07-04T01:00,63.5
2021-07-04T02:00,62.7
2021-07-04T03:00,62.4
2021-07-04T04:00,61.9
2021-07-04T05:00,61.3
2021-07-04T06:00,61.4
2021-07-04T07:00,62.1
2021-07-04T08:00,63.1
2021-07-04T09:00,65.5
2021-07-04T10:00,68.8
2021-07-04T11:00,71.0
2021-07-04T12:00,73.1
2021-07-04T13:00,76.2
2021-07-04T14:00,78.7
2021-07-04T15:00,80.5
2021-07-04T16:00,79.1
2021-07-04T17:00,80.0
2021-07-04T18:00,80.6
2021-07-04T19:00,72.2
2021-07-04T20:00,67.8
2021-07-04T21:00,66.1
2021-07-04T22:00,64.6
2021-07-04T23:00,63.8
2021-07-05T00:00,63.3
2021-07-05T01:00,62.4
2021-07-05T02:00,62.3
2021-07-05T03:00,60.7
2021-07-05T04:00,58.9
2021-07-05T05:00,59.1
2021-07-05T06:00,59.5
2021-07-05T07:00,59.8
2021-07-05T08:00,60.6
2021-07-05T09:00,62.0
2021-07-05T10:00,64.8
2021-07-05T11:00,67.9
2021-07-05T12:00,70.2
2021-07-05T13:00,72.6
2021-07-05T14:00,75.1
2021-07-05T15:00,76.7
2021-07-05T16:00,72.4
2021-07-05T17:00,74.6
2021-07-05T18:00,75.1
2021-07-05T19:00,73.8
2021-07-05T20:00,68.9
2021-07-05T21:00,65.8
2021-07-05T22:00,64.2
2021-07-05T23:00,63.0
2021-07-06T00:00,62.1
2021-07-06T01:00,61.4
2021-07-06T02:00,60.9
2021-07-06T03:00,61.1
2021-07-06T04:00,60.9
2021-07-06T05:00,60.7
2021-07-06T06:00,61.3
2021-07-06T07:00,63.0
2021-07-06T08:00,64.9
2021-07-06T09:00,67.5
2021-07-06T10:00,70.2
2021-07-06T11:00,72.9
2021-07-06T12:00,75.4
2021-07-06T13:00,77.4
2021-07-06T14:00,79.2
2021-07-06T15:00,80.1
2021-07-06T16:00,79.9
2021-07-06T17:00,79.0
2021-07-06T18:00,77.0
2021-07-06T19:00,73.8
2021-07-06T20:00,69.3
2021-07-06T21:00,66.9
2021-07-06T22:00,66.0
2021-07-06T23:00,64.4
2021-07-07T00:00,63.2
2021-07-07T01:00,64.8
2021-07-07T02:00,63.8
2021-07-07T03:00,60.2
2021-07-07T04:00,59.5
2021-07-07T05:00,59.2
2021-07-07T06:00,58.9
2021-07-07T07:00,58.9
2021-07-07T08:00,59.9
2021-07-07T09:00,60.9
2021-07-07T10:00,62.7
2021-07-07T11:00,66.4
2021-07-07T12:00,67.9
2021-07-07T13:00,69.2
2021-07-07T14:00,72.1
2021-07-07T15:00,73.5
2021-07-07T16:00,70.3
2021-07-07T17:00,69.4
2021-07-07T18:00,67.7
2021-07-07T19:00,66.6
2021-07-07T20:00,64.9
2021-07-07T21:00,62.6
2021-07-07T22:00,60.3
2021-07-07T23:00,59.1
2021-07-08T00:00,58.4
2021-07-08T01:00,57.8
2021-07-08T02:00,57.4
2021-07-08T03:00,57.4
2021-07-08T04:00,56.6
2021-07-08T05:00,56.8
2021-07-08T06:00,57.6
2021-07-08T07:00,58.9
2021-07-08T08:00,60.0
2021-07-08T09:00,61.3
2021-07-08T10:00,63.0
2021-07-08T11:00,64.6
2021-07-08T12:00,67.5
2021-07-08T13:00,69.3
2021-07-08T14:00,69.6
2021-07-08T15:00,71.9
2021-07-08T16:00,68.9
2021-07-08T17:00,71.0
2021-07-08T18:00,70.9
2021-07-08T19:00,70.3
2021-07-08T20:00,68.4
2021-07-08T21:00,64.6
2021-07-08T22:00,62.7
2021-07-08T23:00,61.4
2021-07-09T00:00,60.4
2021-07-09T01:00,59.9
2021-07-09T02:00,59.4
2021-07-09T03:00,60.7
2021-07-09T04:00,60.0
2021-07-09T05:00,60.0
2021-07-09T06:00,60.8
2021-07-09T07:00,62.2
2021-07-09T08:00,63.9
2021-07-09T09:00,66.4
2021-07-09T10:00,69.3
2021-07-09T11:00,72.0
2021-07-09T12:00,74.4
2021-07-09T13:00,76.1
2021-07-09T14:00,76.2
2021-07-09T15:00,76.0
2021-07-09T16:00,76.8
2021-07-09T17:00,76.1
2021-07-09T18:00,75.0
2021-07-09T19:00,72.8
2021-07-09T20:00,68.3
2021-07-09T21:00,65.1
2021-07-09T22:00,63.7
2021-07-09T23:00,62.8
